text,label
" אתה לגמרי טועה,משהו מעוור את עיניך,לא שמעתי אף אחד שמצדיק או תומך וכל מי שראיתי מהצד השמאל מרכז טוען שנתניהו הפקיר את תושבי העוטף ומבקר חריף את המדיניות שלו מול עזה. שנית,צדק לאיאד לא צריך להשתוות לכלום,מדובר בצדק עבור נער עם צרכים מיוחדים. מה כן? יש כנראה עייפות החומר, עצוב",Positive
"נסראללה נשאל בראיון על היחס שלהם לערביי ישראל (שאלה לא שגרתית חייב לומר): ""אנחנו לא מבקשים מערביי ישראל כלום. הם מעריכים את התנאים ואת המצב. הם אחינו ואנחנו יודעים שהם מצפים ליום שבו פלסטין תחזור להיות מהים והנהר. זה לפחות מה שאנחנו שומעים מהם בתקשורת וברשתות החברתיות""&gt;&gt;",Positive
 הגוש נגד כיבוש זה הגוש הטרוריסטי נגד העם היהודים אין כיבוש הכובש הוא הערבי ומי שמשתף פעולה אתו אלה בוגדים בעם היהודי. העם היהודי בעיקר המזרחים חיו בארץ הזו ובכול ארץ שהערבים כובשים למעשה חלאות אשכנזיות מוחקות את היהודים שנרצחו על ידי הערבים שכבשו את אדמתם ואומרים שלי,Negative
"RT: על פי חוק השב""כ! כל שוטר ופרקליט שפתחו בחקירה נגד ראש הממשלה בניגוד לחוק - צריכים להיחקר מיידית. *שמונה ימים *במרתפים הטחו…",Negative
" מה לעשות שיש אנשים שמצביעים להם והם שורפים קולות. זו כבר עובדה אם את חושבת שתצליחי בפחות משלושה חודשים לשכנע את כל אלו לשים מחל בקלפי, הלוואי. זה לא מציאותי. תמיד יהיו כאלו שיצביעו להם. ועדיף במקום לשרוף קולות של מבולבלים וכדי שתקום עוד ממשלה בראשות נתניהו שירוצו בחיבורים הנכונים",Negative
 זה יותר הרבנים היותר מבוגרים. שככה הם הלכו כל החיים. או שהם רוצים שהציבור החרדי יקבל אותם (הרב דוד לאו-הוא ציוני דתי שלובש שחור),Positive
 זה שאתה לא מעלה סרטונים מכיכר דיזינגוף או מולינסקי זה כי אתה אנטישמי שונא שומרי תורה ומצוות. הרמבם כותב על אנשים כמוך דברים חמורים ביותר. מסכן,Negative
 הוא ימות באולפן,Positive
" רוצח ילדים שתכנן מעשי זוועה זוכה לחיבוק ואהבה יותר מאשר אח שכול, קצין בסיירת מטכל ועל הדרך גם ראש ממשלת ישראל. לאן הגענו?",Positive
" לא, ברצינות. אתה רוצה שאשים פה את הציוצים שלי על הסגר הרביעי? אתה מוזמן גם להשתמש בחיפוש אם יש לך כוח. או שאתה מנסה לטעון שאני בעצם ציוני פטריוט? נראה לי שאם תחזור ותקרא את הציוצים שלי ולא מהפוזיציה בה אתה תקוע, אתה תראה שאני צודק",Positive
" די נו מה ההשוואה בין פיגוע, דבר לצערנו נפוץ, לבין ארוע חטיפת חייל כל חייל חטוף נהיה הילד של כולנו. נקודה.",Positive
או שבדרך אליי אותו שליח וולט של אתמול או שלכל השליחים שלהם קוראים מוחמד,Negative
" מורן אל תוציאי לי מילים שלא אמרתי מהפה. לא רשמתי מעולם שאני מתנגד לזכות ההגדרה העצמית של יהודים במדינת ישראל או שציוני זו קללה. מאוד פשוט, יש לי הגדרה ברורה: אני ערבי ישראלי. שכל אחד ידביק לי איזה הגדרה שהוא רוצה, אני מגדיר את עצמי כך וזהו. ערבי ישראלי. https://t.co/OkJAMDiN1i",Positive
"RT: השיח הזה לפיו ""כולם משקרים, אי אפשר להאמין להבטחות של הפוליטיקאים"" הוא מעין פיגוע נגד הדמוקרטיה הישראלית. זה בדיוק המס…",Positive
קצת בבלאק אאוט. בכמה ימים נוספו לי כ 10 עוקבים. וכבר חציתי את ה150 עוקבים. קצת בבלאק אאוט. כי להפוך מאדם רדוף עד מוות בידי רוצח עלוב ושפל (ח.צ.) לאדם שפרץ את מחסום האנונימיות זה בהחלט מרגש. אך אל דאגה אני יתאושש. זו רק ההתחלה. והרבה דרך לפנינו עד שנשיג צדק. ומנרדף אהפוך למושל,Positive
" יאיר, נראה אותך מצהיר שאתה משריין ערבי מוסלמי אצלך בדיקטטורה של 'אין עתיד' וגם מבצע זאת בפועל במיקום ריאלי, הרי באותו הרגע אתה צולל לחד ספרתי וחולדאי מזנק לדו ספרתי על חשבונך. זה לא רק ביקורת עליך אלא על גם על המצביעים שלך ושל חולדאי.",Negative
" יש לך במפלגה את הערבייה הישראלית הכי ראוייה ואתה מחפש רכש ערבי חדש. על זה נאמר ""עיניים לו ולא רואה"" 🧐🧐🧐🧐 https://t.co/6FYSMVqX9A",Negative
" ירו בכלב ערבי בגלל תקפת חייל, נסיון חטיפת נשק ובין היתר בניה לא חוקית, כיבוש אדמות ואנטישמיות פלסטינאצית.",Negative
" למה אתה חי במדינה הציונות ומחזק את צבאה עם כספי המיסים שלך? אתה חושב שאתה פחות משת""פ כי אתה מצייץ שקרים שאתה לא מאמין בהם? אתה בעצמך מנשל פלסטינים שאתה חי פה. אם היה בך גרם הגינות כבר היית בברלין עם פליט פלסטיני שחי בבית שלך במדינה הציונית יא מעריץ מחבלים צבוע.",Negative
 מה שלום המגזר הערבי שאתה מסית נגדו כבר שנים ? הם כבר לא תומכי טרור?,Negative
"RT: נסראללה בהקלטה סמויה: ביבי אהוב לבנו, אנחנו מתאפקים כבר חודשים כדי לשמור עליך, מחמל. נפשנו, רק טפו טפו טפו שתחזיק מעמד…",Positive
" ספר את זה לעבס מנסור.... לתדהמתי, תמיד קם המטומטם התורן (יהוגי או ערבי), שסבור שהוא, הוא יצליח להשיג מהמנוול/מושחת את מה שכל האחרים לפניו נכשלו בו..",Positive
 תקשיב לי טוב חתיכת בן זונה ארבע מימדי מי אתה יא חתיכת בטט מודע שמן דובן שבכלל תחשוב על להעליב פנדות אדומות יא מיני פריג' של מונסטר לך שחק סקיירים בזמןם שאבא שלך מעביר לך את כל החסכונות שלו כדי שתוכל לשפר נקודות כישוף ולהזמין מקדונלדס יא ערבי מתנשנש שותה שפיך של בדואים,Negative
 רוצח תינוקות יהודיים גם? הכל בסדר הם היו גדלים להיות חרידיים,Negative
דיווח ערבי: כוחות צה''ל הורסים את בית המחבל בכפר טורה שרצח את אסתר הורגן הי''ד - עימותים במקום https://t.co/MSnG9j3BwE,Positive
"RT: דייב, שומע? זה יאיר. יש לך אולי בגדים של ערבי למחר בצהריים? מעולה. תודה. ניפגש https://t.co/shdDjIxtXJ",Negative
 גנץ לא מקבל אפילו מנדט. הסקרים הם הנדסת תודעה כדי לשרוף 2 מנדטים כמו שפייגלין שרף במועד א' עם קולות של ליברלים סטלנים...,Positive
"RT: פשיזם, תתרגל, אתה לא יריב פוליטי, אתה אויב המשטר, עכשיו דמיין איך יראו החיים שלך אם הם ינצחו בבחירות. רק ליכוד…",Positive
"אם שיתוף פעולה עם תומכי טרור זה מעורר תקווה, אז עדיף שלא תהיה תקווה. https://t.co/PEmU8lnUSx",Positive
" צודק. כל הכבוד לנתניהו שהביא חיסונים לפני כולם! וכל הכבוד לנתניהו שיצר מיליון מובטלים לפני כולם! ושהוביל למותם של 3000 נפשות. אויב ישראל, שונא עמו ומדינתו.",Negative
 בכלכלה לפעמים צריך להתערב כדי שהיד הנעלמת/תיקון שוק תסיים את הירידה בצורה מהירה. אפשר להמשיך עם היד הנעלמת אבל אז צריך לעצור את ההסגרים ולתת לקורנה לשרוף את דרכה בין האנשים. הבעיה שרוצים לראות כמה שפחות תמותה ולכן חלק מעדיפים סגר.,Positive
איזו בושה שאזרח ערבי צריך לפחוד מאספסוף יהודי https://t.co/sS2ugpfpTg,Positive
 ימח שמך יא גוי!,Negative
"המשטרה גרמה השבוע למותו של צעיר יהודי בשומרון, חבריו מפגינים בירושלים ושלחו עליהם מכתזית, אחרי שהפעילו אלימות נגדם בהפגנה הקודמת. מפגינים בבלפור עם לפידים, מאיימים לשרוף את בית ראש הממשלה, מדליקים מדורה ברחוב, חוסמים צירי תנועה והמשטרה - 0 איפה אתה ואיפה האחריות שלך?",Negative
 זה לא מספיק צריך לפצוע יותר אולי גם לשרוף כמה תחנות,Negative
"מה שהיה בשבוע שעבר ביהודה ושומרון הוא אחד מהשבועות היותר קשים שהיו למתנחלים . אסתר אורגן ז""ל תושבת היישוב טל מנשה נרצחה בדם קר על ידי מחבל מתועב שכל חטאה היחיד הוא בזה שהיא יהודיה. רצח אסתר אורגן היה פיגוע שנעשה על ידי מחבל ללא אמצעי לחימה כלל . המחבל הרג אותה באמצעות אבן ולא",Negative
